"","ags","wahlberechtigte","waehler","ungueltig","gueltig","parteien_ges","partei_cdu","partei_spd","partei_gruene","partei_fdp","partei_linke","partei_rep","partei_odp","partei_dkp","partei_afd","partei_big","partei_partei","partei_einheit","partei_graue","partei_npd","partei_piraten","partei_cdu.fdp","partei_spd.gruene","wv_cdu","wv_spd","wv_fdp","wv_gruene","wv_linke","wv_odp","wv_partei","wv_agp","wv_spd.gruene","wv_allg","wv_ju","wv_grli","wv_lili","wv_frli","wv_einzel","Gemeindename","lon","lat"
"721","08327002","5796","2585","59","42512","42512","15947","8772","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17793","None","None","None","None","None","Aldingen",8.702513,48.094541
"722","08327004","388","259","7","1430","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Bärenthal",8.926748,48.072882
"723","08327005","915","553","9","4193","4193","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4193","None","None","None","None","None","Balgheim",8.763938,48.066254
"724","08327006","1147","699","24","6366","6366","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6366","None","None","None","None","None","Böttingen",8.806575,48.100422
"725","08327007","907","449","21","2311","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Bubsheim",8.829637,48.120602
"726","08327008","544","390","4","3010","3010","1355","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1655","None","None","None","None","None","Buchheim",8.986749,48.010647
"727","08327009","1379","716","21","4598","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Deilingen",8.783591,48.177135
"728","08327010","2019","1143","26","12493","12493","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","12493","None","None","None","None","None","Denkingen",8.736458,48.111044
"729","08327011","1323","762","16","6970","6970","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6970","None","None","None","None","None","Dürbheim",8.789761,48.058513
"730","08327012","776","400","21","2140","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Durchhausen",8.674735,48.039692
"731","08327013","518","221","5","1250","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Egesheim",8.85666,48.116065
"732","08327016","2557","1489","32","16436","16436","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16436","None","None","None","None","None","Fridingen an der Donau, Stadt",8.932884,48.021685
"733","08327017","1497","937","38","6451","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Frittlingen",8.707624,48.127077
"734","08327018","4779","2471","124","34895","34895","12531","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7462","10265","None","None","None","None","None","None","4637","None","None","None","None","None","Geisingen, Stadt",8.649914,47.922947
"735","08327019","2967","1301","46","15818","15818","11033","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4785","None","None","None","None","None","Gosheim",8.752701,48.135752
"736","08327020","559","331","9","1771","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Gunningen",8.69527,48.045705
"737","08327023","624","423","13","2557","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Hausen ob Verena",8.722,48.053362
